,MSRP,make,model,year,engine_HP,engine_cylinders,transmission_type,number_of_doors,market_category_luxury,vehicle_style,highway_MPG,city_MPG,popularity
9467,30570,Chevrolet,Silverado 1500 Classic,2007,295.0,8.0,automatic,4.0,0,Crew Cab Pickup,19,14,1385
9468,25915,Chevrolet,Silverado 1500 Classic,2007,295.0,8.0,automatic,4.0,0,Extended Cab Pickup,19,14,1385
9469,28995,Chevrolet,Silverado 1500 Classic,2007,295.0,8.0,automatic,4.0,0,Extended Cab Pickup,19,14,1385
9470,30315,Chevrolet,Silverado 1500 Classic,2007,295.0,8.0,automatic,4.0,0,Extended Cab Pickup,19,14,1385
9471,30465,Chevrolet,Silverado 1500 Classic,2007,295.0,8.0,automatic,4.0,0,Extended Cab Pickup,19,14,1385
9472,33280,Chevrolet,Silverado 1500 Classic,2007,345.0,8.0,automatic,4.0,0,Extended Cab Pickup,17,13,1385
9473,21465,Chevrolet,Silverado 1500 Classic,2007,195.0,6.0,automatic,4.0,0,Extended Cab Pickup,20,14,1385
9474,31665,Chevrolet,Silverado 1500 Classic,2007,310.0,8.0,automatic,4.0,0,Extended Cab Pickup,18,13,1385
9475,29980,Chevrolet,Silverado 1500 Classic,2007,285.0,8.0,automatic,4.0,0,Crew Cab Pickup,18,14,1385
9476,19620,Chevrolet,Silverado 1500 Classic,2007,195.0,6.0,manual,2.0,0,Regular Cab Pickup,19,14,1385
9477,33575,Chevrolet,Silverado 1500 Classic,2007,295.0,8.0,automatic,4.0,0,Extended Cab Pickup,17,13,1385
9478,27250,Chevrolet,Silverado 1500 Classic,2007,285.0,8.0,automatic,4.0,0,Extended Cab Pickup,18,14,1385
9479,28485,Chevrolet,Silverado 1500 Classic,2007,285.0,8.0,automatic,4.0,0,Crew Cab Pickup,18,14,1385
9480,35160,Chevrolet,Silverado 1500 Classic,2007,295.0,8.0,automatic,4.0,0,Crew Cab Pickup,17,13,1385
9481,28555,Chevrolet,Silverado 1500 Classic,2007,295.0,8.0,automatic,4.0,0,Extended Cab Pickup,19,14,1385
9482,48205,Chevrolet,Silverado 1500 Hybrid,2011,332.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,20,1385
9483,45055,Chevrolet,Silverado 1500 Hybrid,2011,332.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,20,1385
9484,38725,Chevrolet,Silverado 1500 Hybrid,2011,332.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,20,1385
9485,41875,Chevrolet,Silverado 1500 Hybrid,2011,332.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,20,1385
9486,42840,Chevrolet,Silverado 1500 Hybrid,2012,332.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,20,1385
9487,49620,Chevrolet,Silverado 1500 Hybrid,2012,332.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,20,1385
9488,39640,Chevrolet,Silverado 1500 Hybrid,2012,332.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,20,1385
9489,46420,Chevrolet,Silverado 1500 Hybrid,2012,332.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,20,1385
9490,51490,Chevrolet,Silverado 1500 Hybrid,2013,332.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,20,1385
9491,47915,Chevrolet,Silverado 1500 Hybrid,2013,332.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,20,1385
9492,41135,Chevrolet,Silverado 1500 Hybrid,2013,332.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,20,1385
9493,44710,Chevrolet,Silverado 1500 Hybrid,2013,332.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,20,1385
9494,46110,Chevrolet,Silverado 1500,2015,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,16,1385
9495,35920,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,22,17,1385
9496,28545,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,24,18,1385
9497,43450,Chevrolet,Silverado 1500,2015,355.0,8.0,automatic,4.0,0,Extended Cab Pickup,22,16,1385
9498,37680,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,22,17,1385
9499,35435,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,22,17,1385
9500,33340,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,24,18,1385
9501,42010,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,22,17,1385
9502,42310,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,22,17,1385
9503,47875,Chevrolet,Silverado 1500,2015,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,16,1385
9504,42270,Chevrolet,Silverado 1500,2015,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,16,1385
9505,51150,Chevrolet,Silverado 1500,2015,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,16,1385
9506,34110,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,22,17,1385
9507,35135,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,22,17,1385
9508,30345,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,22,17,1385
9509,32095,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,22,17,1385
9510,30130,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,24,18,1385
9511,41970,Chevrolet,Silverado 1500,2015,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,16,1385
9512,34530,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,24,18,1385
9513,45420,Chevrolet,Silverado 1500,2015,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,16,1385
9514,42760,Chevrolet,Silverado 1500,2015,355.0,8.0,automatic,4.0,0,Extended Cab Pickup,22,16,1385
9515,40620,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,22,17,1385
9516,36090,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,24,18,1385
9517,26495,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,24,18,1385
9518,40320,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,22,17,1385
9519,31625,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,24,18,1385
9520,30045,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,22,17,1385
9521,37730,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,22,17,1385
9522,34230,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,24,18,1385
9523,45810,Chevrolet,Silverado 1500,2015,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,16,1385
9524,38635,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,24,18,1385
9525,50850,Chevrolet,Silverado 1500,2015,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,16,1385
9526,39420,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,22,17,1385
9527,37380,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,22,17,1385
9528,40100,Chevrolet,Silverado 1500,2015,355.0,8.0,automatic,4.0,0,Extended Cab Pickup,23,16,1385
9529,42560,Chevrolet,Silverado 1500,2015,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,16,1385
9530,42860,Chevrolet,Silverado 1500,2015,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,16,1385
9531,45120,Chevrolet,Silverado 1500,2015,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,16,1385
9532,47575,Chevrolet,Silverado 1500,2015,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,16,1385
9533,31940,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,24,18,1385
9534,38335,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,24,18,1385
9535,35870,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,24,18,1385
9536,28155,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,24,18,1385
9537,36825,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,22,17,1385
9538,26105,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,24,18,1385
9539,37125,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,22,17,1385
9540,33215,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,24,18,1385
9541,39510,Chevrolet,Silverado 1500,2015,355.0,8.0,automatic,4.0,0,Extended Cab Pickup,23,16,1385
9542,36390,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,24,18,1385
9543,36745,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,24,18,1385
9544,34280,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,24,18,1385
9545,32395,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,22,17,1385
9546,31750,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,24,18,1385
9547,37045,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,24,18,1385
9548,39540,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,22,17,1385
9549,39240,Chevrolet,Silverado 1500,2015,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,22,17,1385
9550,35825,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,24,18,1385
9551,39685,Chevrolet,Silverado 1500,2016,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,16,1385
9552,31035,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,22,17,1385
9553,32870,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,24,18,1385
9554,43775,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,22,17,1385
9555,35545,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,24,18,1385
9556,36935,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,22,17,1385
9557,38590,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,22,17,1385
9558,41250,Chevrolet,Silverado 1500,2016,355.0,8.0,automatic,4.0,0,Extended Cab Pickup,23,16,1385
9559,31120,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,24,18,1385
9560,47135,Chevrolet,Silverado 1500,2016,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,16,1385
9561,48500,Chevrolet,Silverado 1500,2016,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,16,1385
9562,44475,Chevrolet,Silverado 1500,2016,355.0,8.0,automatic,4.0,0,Extended Cab Pickup,22,16,1385
9563,33170,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,24,18,1385
9564,46835,Chevrolet,Silverado 1500,2016,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,16,1385
9565,33060,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,22,17,1385
9566,53315,Chevrolet,Silverado 1500,2016,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,16,1385
9567,38290,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,24,18,1385
9568,31335,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,22,17,1385
9569,33295,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,24,18,1385
9570,38740,Chevrolet,Silverado 1500,2016,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,16,1385
9571,41185,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,22,17,1385
9572,43710,Chevrolet,Silverado 1500,2016,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,16,1385
9573,27485,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,24,18,1385
9574,36980,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,22,17,1385
9575,44010,Chevrolet,Silverado 1500,2016,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,16,1385
9576,33360,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,22,17,1385
9577,45640,Chevrolet,Silverado 1500,2016,355.0,8.0,automatic,4.0,0,Extended Cab Pickup,22,16,1385
9578,45170,Chevrolet,Silverado 1500,2016,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,16,1385
9579,35100,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,22,17,1385
9580,39275,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,22,17,1385
9581,49740,Chevrolet,Silverado 1500,2016,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,16,1385
9582,50040,Chevrolet,Silverado 1500,2016,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,16,1385
9583,29510,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,24,18,1385
9584,36850,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,22,17,1385
9585,48200,Chevrolet,Silverado 1500,2016,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,16,1385
9586,38890,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,22,17,1385
9587,38695,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,22,17,1385
9588,40090,Chevrolet,Silverado 1500,2016,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,16,1385
9589,41890,Chevrolet,Silverado 1500,2016,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,16,1385
9590,43260,Chevrolet,Silverado 1500,2016,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,16,1385
9591,41865,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,22,17,1385
9592,53015,Chevrolet,Silverado 1500,2016,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,16,1385
9593,36680,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,22,17,1385
9594,36940,Chevrolet,Silverado 1500,2016,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,16,1385
9595,32955,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,24,18,1385
9596,29120,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,24,18,1385
9597,37345,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,24,18,1385
9598,27095,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,24,18,1385
9599,40495,Chevrolet,Silverado 1500,2016,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,22,17,1385
9600,36035,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,24,18,1385
9601,37835,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,24,18,1385
9602,39230,Chevrolet,Silverado 1500,2017,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,16,1385
9603,38980,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,24,18,1385
9604,36515,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,24,18,1385
9605,43950,Chevrolet,Silverado 1500,2017,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,16,1385
9606,31525,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,22,17,1385
9607,33850,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,22,17,1385
9608,44350,Chevrolet,Silverado 1500,2017,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,16,1385
9609,47175,Chevrolet,Silverado 1500,2017,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,20,15,1385
9610,44465,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,22,17,1385
9611,42075,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,22,17,1385
9612,47475,Chevrolet,Silverado 1500,2017,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,20,15,1385
9613,46180,Chevrolet,Silverado 1500,2017,355.0,8.0,automatic,4.0,0,Extended Cab Pickup,20,15,1385
9614,33550,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,22,17,1385
9615,39965,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,22,17,1385
9616,35590,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,22,17,1385
9617,27975,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,24,18,1385
9618,41590,Chevrolet,Silverado 1500,2017,355.0,8.0,automatic,4.0,0,Extended Cab Pickup,22,16,1385
9619,44050,Chevrolet,Silverado 1500,2017,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,16,1385
9620,37370,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,22,17,1385
9621,54925,Chevrolet,Silverado 1500,2017,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,15,1385
9622,27585,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,24,18,1385
9623,33860,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,24,18,1385
9624,33445,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,24,18,1385
9625,48740,Chevrolet,Silverado 1500,2017,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,20,15,1385
9626,45860,Chevrolet,Silverado 1500,2017,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,16,1385
9627,40375,Chevrolet,Silverado 1500,2017,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,16,1385
9628,54625,Chevrolet,Silverado 1500,2017,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,15,1385
9629,42380,Chevrolet,Silverado 1500,2017,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,16,1385
9630,29610,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,24,18,1385
9631,51350,Chevrolet,Silverado 1500,2017,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,16,1385
9632,30000,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,24,18,1385
9633,37430,Chevrolet,Silverado 1500,2017,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,23,16,1385
9634,40985,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,22,17,1385
9635,39185,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,22,17,1385
9636,37670,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,22,17,1385
9637,44815,Chevrolet,Silverado 1500,2017,355.0,8.0,automatic,4.0,0,Extended Cab Pickup,20,15,1385
9638,31825,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,22,17,1385
9639,37425,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,22,17,1385
9640,51650,Chevrolet,Silverado 1500,2017,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,16,1385
9641,49040,Chevrolet,Silverado 1500,2017,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,20,15,1385
9642,37340,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,22,17,1385
9643,39280,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,22,17,1385
9644,33985,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,24,18,1385
9645,40580,Chevrolet,Silverado 1500,2017,355.0,8.0,automatic,4.0,0,Crew Cab Pickup,22,16,1385
9646,31610,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,24,18,1385
9647,39580,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,2.0,0,Regular Cab Pickup,22,17,1385
9648,42555,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,4.0,0,Crew Cab Pickup,22,17,1385
9649,33360,Chevrolet,Silverado 1500,2017,285.0,6.0,automatic,4.0,0,Extended Cab Pickup,24,18,1385
9650,2000,Cadillac,Sixty Special,1993,200.0,8.0,automatic,4.0,1,Sedan,23,15,1624
9651,2000,Buick,Skylark,1996,150.0,4.0,automatic,2.0,0,Coupe,29,19,155
9652,2000,Buick,Skylark,1996,155.0,4.0,automatic,4.0,0,Sedan,29,19,155
9653,2000,Buick,Skylark,1996,155.0,4.0,automatic,4.0,0,Sedan,29,19,155
9654,2000,Buick,Skylark,1997,155.0,6.0,automatic,4.0,0,Sedan,26,18,155
9655,2000,Buick,Skylark,1997,155.0,6.0,automatic,2.0,0,Coupe,26,18,155
9656,2000,Buick,Skylark,1997,150.0,4.0,automatic,2.0,0,Coupe,29,19,155
9657,2000,Buick,Skylark,1997,150.0,4.0,automatic,4.0,0,Sedan,29,19,155
9658,2000,Buick,Skylark,1998,150.0,4.0,automatic,4.0,0,Sedan,30,19,155
9659,84000,Mercedes-Benz,SL-Class,2015,329.0,6.0,automatic,2.0,1,Convertible,27,20,617
9660,106700,Mercedes-Benz,SL-Class,2015,429.0,8.0,automatic,2.0,1,Convertible,24,17,617
9661,214500,Mercedes-Benz,SL-Class,2015,621.0,12.0,automatic,2.0,1,Convertible,21,14,617
9662,147300,Mercedes-Benz,SL-Class,2015,557.0,8.0,automatic,2.0,1,Convertible,25,16,617
9663,108050,Mercedes-Benz,SL-Class,2016,449.0,8.0,automatic,2.0,1,Convertible,24,17,617
9664,85050,Mercedes-Benz,SL-Class,2016,329.0,6.0,automatic,2.0,1,Convertible,27,20,617
9665,217550,Mercedes-Benz,SL-Class,2016,621.0,12.0,automatic,2.0,1,Convertible,21,14,617
9666,149700,Mercedes-Benz,SL-Class,2016,577.0,8.0,automatic,2.0,1,Convertible,25,16,617
9667,110800,Mercedes-Benz,SL-Class,2017,449.0,8.0,automatic,2.0,1,Convertible,25,17,617
9668,151350,Mercedes-Benz,SL-Class,2017,577.0,8.0,automatic,2.0,1,Convertible,25,16,617
9669,219850,Mercedes-Benz,SL-Class,2017,621.0,12.0,automatic,2.0,1,Convertible,21,14,617
9670,86950,Mercedes-Benz,SL-Class,2017,362.0,6.0,automatic,2.0,1,Convertible,28,20,617
9671,60300,Mercedes-Benz,SLC-Class,2017,362.0,6.0,automatic,2.0,1,Convertible,29,20,617
9672,47950,Mercedes-Benz,SLC-Class,2017,241.0,4.0,automatic,2.0,1,Convertible,32,25,617
9673,56225,Mercedes-Benz,SLK-Class,2014,302.0,6.0,automatic,2.0,1,Convertible,29,21,617
9674,68925,Mercedes-Benz,SLK-Class,2014,415.0,8.0,automatic,2.0,1,Convertible,28,19,617
9675,43525,Mercedes-Benz,SLK-Class,2014,201.0,4.0,manual,2.0,1,Convertible,32,22,617
9676,43950,Mercedes-Benz,SLK-Class,2015,201.0,4.0,manual,2.0,1,Convertible,32,22,617
9677,57650,Mercedes-Benz,SLK-Class,2015,302.0,6.0,automatic,2.0,1,Convertible,29,21,617
9678,70850,Mercedes-Benz,SLK-Class,2015,415.0,8.0,automatic,2.0,1,Convertible,28,19,617
9679,59200,Mercedes-Benz,SLK-Class,2016,302.0,6.0,automatic,2.0,1,Convertible,29,21,617
9680,47000,Mercedes-Benz,SLK-Class,2016,241.0,4.0,automatic,2.0,1,Convertible,32,25,617
9681,72600,Mercedes-Benz,SLK-Class,2016,416.0,8.0,automatic,2.0,1,Convertible,28,19,617
9682,480000,Mercedes-Benz,SLR McLaren,2007,641.0,8.0,automatic,2.0,1,Coupe,16,11,617
9683,495000,Mercedes-Benz,SLR McLaren,2008,617.0,8.0,automatic,2.0,1,Convertible,16,12,617
9684,495000,Mercedes-Benz,SLR McLaren,2009,617.0,8.0,automatic,2.0,1,Convertible,16,12,617
9685,221580,Mercedes-Benz,SLS AMG GT Final Edition,2015,583.0,8.0,automated_manual,2.0,1,Coupe,19,13,617
9686,228080,Mercedes-Benz,SLS AMG GT Final Edition,2015,583.0,8.0,automated_manual,2.0,1,Convertible,19,13,617
9687,199500,Mercedes-Benz,SLS AMG GT,2013,583.0,8.0,automated_manual,2.0,1,Coupe,19,13,617
9688,206000,Mercedes-Benz,SLS AMG GT,2013,583.0,8.0,automated_manual,2.0,1,Convertible,19,13,617
9689,275000,Mercedes-Benz,SLS AMG GT,2014,622.0,8.0,automated_manual,2.0,1,Coupe,17,13,617
9690,201500,Mercedes-Benz,SLS AMG GT,2014,583.0,8.0,automated_manual,2.0,1,Coupe,19,13,617
9691,208000,Mercedes-Benz,SLS AMG GT,2014,583.0,8.0,automated_manual,2.0,1,Convertible,19,13,617
9692,183000,Mercedes-Benz,SLS AMG,2011,563.0,8.0,automated_manual,2.0,1,Coupe,20,14,617
9693,189600,Mercedes-Benz,SLS AMG,2012,563.0,8.0,automated_manual,2.0,1,Coupe,20,14,617
9694,196100,Mercedes-Benz,SLS AMG,2012,563.0,8.0,automated_manual,2.0,1,Convertible,20,14,617
9695,2397,Acura,SLX,1997,190.0,6.0,automatic,4.0,1,4dr SUV,17,13,204
9696,2488,Acura,SLX,1997,190.0,6.0,automatic,4.0,1,4dr SUV,17,13,204
9697,2816,Acura,SLX,1998,215.0,6.0,automatic,4.0,1,4dr SUV,18,13,204
9698,2934,Acura,SLX,1999,215.0,6.0,automatic,4.0,1,4dr SUV,18,13,204
9699,21515,Pontiac,Solstice,2007,177.0,4.0,manual,2.0,0,Convertible,26,17,210
9700,26515,Pontiac,Solstice,2007,260.0,4.0,manual,2.0,0,Convertible,28,19,210
9701,22455,Pontiac,Solstice,2008,173.0,4.0,manual,2.0,0,Convertible,25,19,210
